EDI_WCA_680_20190130
eventcd	eventid	optionid	serialid	scexhid	actflag	changed	created	secid	issid	isin	uscode	issuername	cntryofincorp	sic	cik	indusid	sectycd	securitydesc	parvalue	pvcurrency	statusflag	primaryexchgcd	structcd	exchgcntry	exchgcd	mic	micseg	localcode	liststatus	date1type	date1	date2type	date2	date3type	date3	date4type	date4	date5type	date5	date6type	date6	date7type	date7	date8type	date8	date9type	date9	date10type	date10	date11type	date11	date12type	date12	paytype	rdid	priority	defaultopt	outturnsecid	outturnisin	ratioold	rationew	fractions	currency	rate1type	rate1	rate2type	rate2	field1name	field1	field2name	field2	field3name	field3	field4name	field4	field5name	field5	field6name	field6	field7name	field7	field8name	field8	field9name	field9	field10name	field10	field11name	field11	field12name	field12	field13name	field13	field14name	field14	field15name	field15	field16name	field16	field17name	field17	field18name	field18	field19name	field19	field20name	field20	field21name	field21	field22name	field22	field23name	field23	field24name	field24
DIV	1429206	1	1	39370	U	2018/11/20 07:16:37	2018/10/31	36994	33469	US3024451011	302445101	Flir Systems, Inc.	US	3812	0000354908	27	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	FLIR	L	ExDate	2018/11/21	Recdate	2018/11/23	Paydate	2018/12/07	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/10/17	Exdate2		FXDate		C	5304585	1	F						USD	GrossDividend	0.16	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1309194	1	1	1969916	U	2018/12/14 13:10:35	2018/03/23	596335	110026	TW0002049004		Hiwin Technologies Corp	TW	3562		36	EQS	Ordinary Shares	10	TWD	A	TWTSE		TW	TWTSE	XTAI		2049	L	ExDate	2018/07/23	Recdate	2018/07/24	Paydate	2018/08/09	Paydate2	2018/09/18	FYEDate	2017/12/31	PeriodEndDate	2017/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate		Exdate2	2018/07/23	FXDate		B	4907591	1	F	596335	TW0002049004	1000	30		TWD	GrossDividend	3.5	NetDividend	3.5	Marker	FNL	Frequency	ANL	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1393311	1	1	65981	I	2018/08/09 14:11:43	2018/08/09	58200	52824	JP3539250005		Thk Co. Ltd	JP	3569	0001443275	86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6481	L	ExDate	2018/06/27	Recdate	2018/06/30	Paydate	2018/09/10	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/09	Exdate2		FXDate		C	5159315	1	F						JPY	GrossDividend	47	NetDividend	37.45195	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1345136	1	1	66262	U	2018/11/07 13:09:52	2018/05/15	58474	53095	JP3162600005		SMC Corporation	JP	3823	0001446693	86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6273	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/11/30	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/15	Exdate2		FXDate		C	5001594	1	F						JPY	GrossDividend	100	NetDividend	79.685	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1328435	1	1	63008	I	2018/10/29 13:08:24	2018/04/25	55747	50407	JP3124400007		Amano Corporation	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6436	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/04/25	Exdate2		FXDate		C	4961396	1	F						JPY	GrossDividend	25	NetDividend	19.92125	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1329129	1	1	65665	U	2018/10/30 13:08:34	2018/04/26	57913	52536	JP3197800000		Omron Corporation	JP	3699	0000800954	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6645	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/04/26	Exdate2		FXDate		C	4963073	1	F						JPY	GrossDividend	42	NetDividend	33.4677	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1329130	1	1	65665	U	2018/10/30 13:08:34	2018/04/26	57913	52536	JP3197800000		Omron Corporation	JP	3699	0000800954	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6645	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/04/26	Exdate2		FXDate		C	4963074	1	F						JPY	GrossDividend	42	NetDividend	33.4677	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1345137	1	1	66262	I	2018/11/07 13:09:52	2018/05/15	58474	53095	JP3162600005		SMC Corporation	JP	3823	0001446693	86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6273	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/15	Exdate2		FXDate			5001595	1	F							GrossDividend		NetDividend		Marker	FNL	Frequency	SMA	Tbaflag	T	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1329148	1	1	64573	U	2018/11/01 13:09:33	2018/04/26	57014	51644	JP3236200006		Keyence Corporation	JP	3825		35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6861	L	ExDate	2018/09/18	Recdate	2018/09/20	Paydate	2018/11/22	Paydate2		FYEDate	2019/03/20	PeriodEndDate	2018/09/20	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/04/26	Exdate2		FXDate		C	4963093	1	F						JPY	GrossDividend	100	NetDividend	79.685	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1330391	1	1	64761	U	2018/10/29 13:08:24	2018/04/27	52288	47199	JP3902400005		Mitsubishi Electric Corporation	JP	3699	0001446645	67	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6503	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/04/27	Exdate2		FXDate		C	4965755	1	F						JPY	GrossDividend	14	NetDividend	11.1559	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1330460	1	1	66787	I	2018/10/31 13:08:01	2018/04/27	58960	53574	JP3630400004		Topcon Corporation	JP	3851		86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		7732	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/04/27	Exdate2		FXDate		C	4965827	1	F						JPY	GrossDividend	12	NetDividend	9.562200000000001	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1339146	1	1	66709	I	2018/11/06 13:11:08	2018/05/08	58885	53499	JP3955000009		Yokogawa Electric Corporation	JP	3823	0001506854	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6841	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/08	Exdate2		FXDate		C	4982601	1	F						JPY	GrossDividend	15	NetDividend	11.95275	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1358459	1	1	44456	U	2018/08/09 14:11:43	2018/06/07	42080	38428	US7739031091	773903109	Rockwell Automation Inc	US	3829	0001024478	66	EQS	Ordinary Shares	1	USD	A	USNYSE		US	USNYSE	XNYS		ROK	L	ExDate	2018/08/10	Recdate	2018/08/13	Paydate	2018/09/10	Paydate2		FYEDate	2018/09/30	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/06/06	Exdate2		FXDate		C	5037868	1	T						USD	GrossDividend	0.92	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1339145	1	1	66709	U	2018/11/06 13:11:08	2018/05/08	58885	53499	JP3955000009		Yokogawa Electric Corporation	JP	3823	0001506854	35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6841	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/07	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/08	Exdate2		FXDate		C	4982600	1	F						JPY	GrossDividend	15	NetDividend	11.95275	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1340099	1	1	65999	U	2018/11/08 13:09:10	2018/05/09	58219	52841	JP3592600005		Toshiba Machine Co. Ltd	JP			86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6104	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/09	Exdate2		FXDate		C	4990169	1	F						JPY	GrossDividend	7.5	NetDividend	5.976375	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1340982	1	1	66661	I	2018/11/05 13:13:11	2018/05/10	58840	53455	JP3944500002		Yushin Precision Equipment Co Ltd	JP			86	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6482	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/03	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4992171	1	F						JPY	GrossDividend	8	NetDividend	6.3748	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342416	1	1	5832620	U	2018/11/08 13:09:10	2018/05/11	61274	55593	JP3765150002		Harmonic Drive Systems Inc	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX	XJAS	6324	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/10	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/11	Exdate2		FXDate		C	4994786	1	F						JPY	GrossDividend	19	NetDividend	15.14015	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342417	1	1	5832620	I	2018/11/08 13:09:10	2018/05/11	61274	55593	JP3765150002		Harmonic Drive Systems Inc	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX	XJAS	6324	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/11	Exdate2		FXDate		C	4994787	1	F						JPY	GrossDividend	19	NetDividend	15.14015	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342385	1	1	5801614	U	2018/11/08 13:09:10	2018/05/11	76345	66050	JP3809200003		Fuji Corporation.	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6134	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/10	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4994758	1	F						JPY	GrossDividend	20	NetDividend	15.937	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342386	1	1	5801614	U	2018/11/08 13:09:10	2018/05/11	76345	66050	JP3809200003		Fuji Corporation.	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6134	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/10	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4994758	1	F						JPY	GrossDividend	5	NetDividend	3.98425	Marker	MEM	Frequency	IRG	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342387	1	1	5801614	I	2018/11/08 13:09:10	2018/05/11	76345	66050	JP3809200003		Fuji Corporation.	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6134	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4994759	1	F						JPY	GrossDividend	20	NetDividend	15.937	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342388	1	1	5801614	I	2018/11/08 13:09:10	2018/05/11	76345	66050	JP3809200003		Fuji Corporation.	JP			83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6134	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4994759	1	F						JPY	GrossDividend	5	NetDividend	3.98425	Marker	MEM	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342432	1	1	63812	I	2018/11/09 13:10:12	2018/05/11	56512	51155	JP3497400006		Daifuku Co. Ltd	JP	3535		83	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6383	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/05	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/11	Exdate2		FXDate		C	4994801	1	F						JPY	GrossDividend	30	NetDividend	23.9055	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342462	1	1	63838	I	2018/11/08 13:09:10	2018/05/11	56537	51180	JP3497800007		Daihen Corporation	JP			35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6622	L	ExDate	2018/09/26	Recdate	2018/09/30	Paydate	2018/12/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4992415	1	F						JPY	GrossDividend	8	NetDividend	6.3748	Marker	INT	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1342463	1	1	63838	I	2018/11/08 13:09:10	2018/05/11	56537	51180	JP3497800007		Daihen Corporation	JP			35	EQS	Ordinary Shares		JPY	A	JPTSE		JP	JPTSE	XJPX		6622	L	ExDate	2019/03/27	Recdate	2019/03/31	Paydate		Paydate2		FYEDate	2019/03/31	PeriodEndDate	2019/03/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/05/10	Exdate2		FXDate		C	4994830	1	F						JPY	GrossDividend	40	NetDividend	31.874	Marker	FNL	Frequency	SMA	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	T	TaxRate	20.315	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1379397	1	1	44105	U	2018/09/03 08:29:32	2018/07/12	41729	38090	US7475251036	747525103	Qualcomm, Inc.	US	3663	0000804328	68	EQS	Ordinary Shares	0.0001	USD	A	USNASD		US	USNASD	XNAS	XNGS	QCOM	L	ExDate	2018/09/04	Recdate	2018/09/05	Paydate	2018/09/26	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/10	Exdate2		FXDate		C	5109189	1	T						USD	GrossDividend	0.62	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1441265	1	1	36677	U	2018/12/05 13:23:36	2018/11/20	34301	30846	US1143401024	114340102	Brooks Automation, Inc.	US	3559	0000933974	135	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	BRKS	L	ExDate	2018/12/06	Recdate	2018/12/07	Paydate	2018/12/20	Paydate2		FYEDate	2019/09/30	PeriodEndDate	2018/12/31	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/11/06	Exdate2		FXDate		C	5341627	1	T						USD	GrossDividend	0.1	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1450484	1	1	21170	U	2019/01/30 07:11:40	2018/12/05	20626	20163	DE0007236101		Siemens AG	DE	3822	0000940418	67	EQS	Registered Shares		EUR	A	DEFSX		DE	DEFSX	XFRA		SIE	L	ExDate	2019/01/31	Recdate	2019/02/01	Paydate	2019/02/04	Paydate2		FYEDate	2018/09/30	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/12/04	Exdate2		FXDate		C	5368079	1	F						EUR	GrossDividend	3.8	NetDividend	2.79775	Marker	FNL	Frequency	ANL	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate	26.375	Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1380952	1	1	41603	U	2018/09/26 14:11:29	2018/07/20	39227	35636	US5339001068	533900106	Lincoln Electric Holdings, Inc.	US	3548	0000059527	86	EQS	Ordinary Shares		USD	A	USNASD		US	USNASD	XNAS	XNGS	LECO	L	ExDate	2018/09/27	Recdate	2018/09/28	Paydate	2018/10/15	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/09/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/19	Exdate2		FXDate		C	5119109	1	T						USD	GrossDividend	0.39	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1393550	1	1	42185	U	2018/08/17 14:09:20	2018/08/10	39809	36211	US5950171042	595017104	Microchip Technology, Inc.	US	3674	0000827054	136	EQS	Ordinary Shares	0.001	USD	A	USNASD		US	USNASD	XNAS	XNGS	MCHP	L	ExDate	2018/08/20	Recdate	2018/08/21	Paydate	2018/09/04	Paydate2		FYEDate	2019/03/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/08/09	Exdate2		FXDate		C	5163637	1	F						USD	GrossDividend	0.364	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1382636	1	1	4004749	U	2018/08/06 14:09:45	2018/07/26	2813422	145383	JE00B783TY65	G6095L109	Aptiv PLC	JE	3714	0001521332	24	EQS	Ordinary Shares	0.01	USD	A	USNYSE		US	USNYSE	XNYS		APTV	L	ExDate	2018/08/07	Recdate	2018/08/08	Paydate	2018/08/22	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/25	Exdate2		FXDate		C	5128393	1	F						USD	GrossDividend	0.22	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1382616	1	1	47113	U	2018/08/06 08:36:02	2018/07/26	44737	41003	US9839191015	983919101	Xilinx, Inc.	US	3674	0000743988	136	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	XLNX	L	ExDate	2018/08/07	Recdate	2018/08/08	Paydate	2018/08/28	Paydate2		FYEDate		PeriodEndDate		OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/25	Exdate2		FXDate		C	5128370	1	F						USD	GrossDividend	0.36	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1382578	1	1	39370	U	2018/08/22 14:08:24	2018/07/25	36994	33469	US3024451011	302445101	Flir Systems, Inc.	US	3812	0000354908	27	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	FLIR	L	ExDate	2018/08/23	Recdate	2018/08/24	Paydate	2018/09/07	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/19	Exdate2		FXDate		C	5127930	1	F						USD	GrossDividend	0.16	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
DIV	1383097	1	1	42580	U	2018/08/09 14:11:43	2018/07/27	40204	36592	US6365181022	636518102	National Instruments Corp.	US	7372	0000935494	35	EQS	Ordinary Shares	0.01	USD	A	USNASD		US	USNASD	XNAS	XNGS	NATI	L	ExDate	2018/08/10	Recdate	2018/08/13	Paydate	2018/09/04	Paydate2		FYEDate	2018/12/31	PeriodEndDate	2018/06/30	OptElectionDate		ToDate		RegistrationDate		DeclarationDate	2018/07/25	Exdate2		FXDate		C	5130774	1	F						USD	GrossDividend	0.23	NetDividend		Marker	INT	Frequency	QTR	Tbaflag	F	NilDividend	F	DivRescind	F	RecindCashDiv	F	RecindStockDiv	F	Approxflag	F	TaxRate		Depfees		Coupon		Dapflag	N	InstallmentPayDate		DeclCurenCD		DeclGrossAmt																			
